,to,wheat,the,u,s,said,it,will,its,of,in,",",for,at,(,),was,is,that,from,and,on,000,tonnes,price,with,prices,but,would,not,"""",a,",""",last,this,as,be,by,he,-,grain,mln,corn,',were,1,5,0,2,4,3,1986,/,87,production,has,year,an,are,have,which,dlrs,pct,oil,crude,opec
/scratch/reuters-topics/grain/article384.txt,0.0,0.11633427982214978,0.055986099012574245,0.028697743452771835,0.02106436705547131,0.0,0.02780471022097622,0.0,0.0,0.0,0.06319310116641391,0.17491832915613686,0.0,0.222669810768497,0.0,0.0,0.0,0.05826259853080134,0.0,0.0,0.01999251639381506,0.0,0.0,0.604873844348055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28327127998200813,0.0,0.0,0.0,0.0,0.0,0.0,0.08642398511855791,0.5043301362894665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16492595849174538,0.31156770632347763,0.22123096169060064,0.08391105612449246,0.0,0.0,0.0,0.07164822467082167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article050.txt,0.07471197890681561,0.09991186553093365,0.28849668067042944,0.03696990804358752,0.027136200249289342,0.17639533307106592,0.0,0.12409492662916563,0.08282654752076088,0.10034105532031219,0.1899534017450254,0.18027102527228847,0.028880489515640127,0.0,0.0,0.0,0.0,0.07505687384825156,0.03987368632882219,0.03627233193882263,0.10302154855564004,0.03530279786520803,0.0,0.43831663533686027,0.0,0.0,0.0,0.0,0.0,0.0,0.13408832543222252,0.027337238736337394,0.04952978640254971,0.09123115541783706,0.0,0.0,0.11854911345276961,0.035744889566715086,0.0,0.06487528664326331,0.5010111873545882,0.3654585009798828,0.06177546799849965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10623304807004673,0.15051657464488594,0.21375082130297152,0.0,0.12630301756834786,0.0,0.0,0.0,0.14390921481292668,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article534.txt,0.12278378386978192,0.0,0.11853090563552204,0.0,0.026757840404240018,0.19878383338262917,0.0,0.0,0.0,0.049471000353563624,0.2675784040424002,0.17775750766251583,0.028477809057886196,0.14142754073016833,0.0,0.0,0.0,0.0740103563956154,0.0,0.14306634830114828,0.07618883988340462,0.0,0.0,0.09604559769789293,0.0,0.04013239183633576,0.0,0.0,0.08949852883025866,0.0,0.0,0.0,0.0,0.044979560036759965,0.17673663883828178,0.0,0.03896539467196807,0.03524649882838312,0.18817728141162918,0.06397073098785175,0.054891732441116184,0.4404435636666417,0.0,0.03335129183353676,0.0,0.0,0.0,0.0,0.0,0.3490140447224188,0.05827661328328297,0.1047518414442977,0.39578112833697976,0.1405136634251738,0.0,0.08302798366808391,0.21469250192786477,0.03954092432045275,0.04550698712997914,0.09460179311003893,0.0,0.21898648973573037,0.23208024118192094,0.0,0.0,0.0
/scratch/reuters-topics/grain/article461.txt,0.27991681615165126,0.0,0.5944868604453554,0.16621429287885664,0.12200258465714578,0.16994183593259926,0.0,0.09298711470601936,0.0,0.3383451252526872,0.06100129232857289,0.253277112537486,0.06492239765889793,0.0,0.1036096575589558,0.10887525210142537,0.08873203351262507,0.0843627011303087,0.0,0.08153901812753231,0.057897269531586734,0.23807861153830534,0.20196792044067383,0.21896033063689543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06145322028477351,0.0,0.0,0.0,0.0,0.08883151237819228,0.0,0.0,0.07291876329533842,0.0,0.0,0.0,0.0,0.0,0.0,0.12328633770947135,0.0,0.0,0.0,0.0,0.1194042120994071,0.0,0.0,0.0,0.09464168682286851,0.0,0.18028715673419635,0.10374473361716374,0.0,0.0,0.09984706295101865,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article402.txt,0.1522318235787464,0.3053680087747149,0.3306576367817693,0.05649692928793991,0.04146918582594088,0.03850929111431055,0.0,0.06321341387968935,0.0,0.15333988660251033,0.04146918582594088,0.30992379734616093,0.17653914335328985,0.0,0.3521735342532994,0.22204290543162966,0.0,0.0573504658082861,0.0,0.05543090262059216,0.11807713594431607,0.0,0.41189841578373104,0.44655316107644666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06038840085827415,0.0,0.0,0.04957078169761668,0.170141941092359,0.0,0.0,0.0,0.06997936006096343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06433820576453109,0.0,0.0,0.0,0.0,0.0,0.06787686374556971,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article356.txt,0.11969033374043515,0.24009171029204288,0.2310892074985677,0.11845331088363188,0.17389130427588914,0.12110976002846512,0.17215081680140662,0.06626765614237481,0.0,0.08037435612657848,0.17389130427588914,0.21659879206400887,0.0,0.1723304680041795,0.3691892786357007,0.1551808073942654,0.06323525473629607,0.0,0.0,0.11621824448570395,0.04126073124251075,0.05655590603118676,0.21589992461643773,0.23406449289248468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04379489441679995,0.0,0.0,0.0,0.0,0.06330614876583643,0.0,0.0,0.10393172317819871,0.0,0.1301051215929979,0.0,0.1083700991672806,0.14672101647316227,0.15122561627073502,0.17572104823798948,0.0,0.0,0.0,0.0,0.3403756442759048,0.0,0.0,0.0,0.0,0.0,0.0,0.07393411824487381,0.0,0.0,0.0,0.37705524087616826,0.0,0.0,0.0
/scratch/reuters-topics/grain/article179.txt,0.14365247851838223,0.1440791757251054,0.34669192133770377,0.0,0.0,0.07267803780456006,0.0,0.0,0.0,0.07234904715827643,0.39132102513074485,0.2599621235208484,0.0,0.0,0.0,0.0,0.3415276200615704,0.0,0.0,0.0,0.44569060097946817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07884402523767205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1781681977802879,0.0,0.2641421033148861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13522172828300386,0.0,0.4072879269173407,0.0,0.0,0.0
/scratch/reuters-topics/grain/article359.txt,0.11156680114551308,0.0,0.43080978812839554,0.3312412097298013,0.24313362606818348,0.056444944598361725,0.08023336281596348,0.0926549812023528,0.0,0.28094718032804034,0.12156681303409174,0.0,0.064690506353645,0.0,0.0,0.0,0.0,0.08406137250436124,0.08931458580025205,0.0,0.05769047073969984,0.07907607896894978,0.0,0.0,0.0,0.0,0.10939332919052407,0.0,0.0,0.0,0.0,0.24493488106653333,0.0,0.0,0.10036922639000913,0.0,0.1770284438999843,0.08006633697720648,0.0,0.0,0.0,0.0,0.5534928766206902,0.0,0.2051443164687093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12106700909308563,0.0,0.09753957287805043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article427.txt,0.2031289502646279,0.13582154201531796,0.39218629165548663,0.2512869663658677,0.2213359069641521,0.0,0.0,0.0,0.0,0.34101247105704435,0.18444658913679343,0.39822716568708066,0.03926052825984912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07002444359974823,0.0,0.0,0.3972357102669736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08819234255860905,0.22702712926643406,0.0552010257372797,0.2519352214380301,0.045979286288193,0.06225082077761001,0.12832406647312336,0.0,0.09341916738934349,0.07289217252078797,0.0,0.0,0.0,0.0,0.0,0.0,0.05723267707380746,0.17758966685920244,0.0,0.0,0.0,0.06373587146422607,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article241.txt,0.2908720933034843,0.3889814444493018,0.41183577301401747,0.028786587369845806,0.06338873754628872,0.21583583318651622,0.27890789440870406,0.0,0.06449282059176308,0.19532619288335695,0.14790705427467368,0.4035576552627778,0.11243884265896796,0.19543926776874682,0.07177646177165996,0.07542424668174491,0.06146986257257513,0.14610742703179055,0.062095223710547404,0.028243420330770246,0.16043528185016073,0.05497698690235646,0.0699574878546572,0.0,0.0,0.03169091893299428,0.0,0.03411579888629455,0.0,0.07040311907867888,0.10440776024598482,0.08514447051435459,0.11569897782859949,0.0,0.0,0.06658972662072442,0.03076938869672448,0.05566545555507329,0.0,0.1010301732370155,0.17338308167399316,0.0,0.0,0.052672319662258604,0.035656220397642734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244772214351736,0.10780505527073443,0.0,0.03650683238833151,0.06916989270848954,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article368.txt,0.2022266065146607,0.0,0.23860473593992934,0.23349264778084178,0.19586905234069804,0.11368046850092901,0.0,0.03732154136026542,0.0747302368354247,0.09053269818500939,0.04896726308517451,0.16264949845683477,0.1042296648130027,0.0,0.0,0.0,0.10684113393102805,0.06772005023390001,0.2158561556926485,0.0,0.11618896587451984,0.09555582809094561,0.0,0.0,0.0,0.0,0.17625507477055538,0.039531248706590534,0.0,0.0,0.20163527710129844,0.14799011087702083,0.044688240414014244,0.0,0.12128654667248849,0.0,0.03565363839709526,0.0,0.0,0.0,0.05022636100369339,0.0,0.7245797561327678,0.030516690748787857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07597124914203461,0.0,0.07236050498020667,0.0416392462422759,0.04328068728235708,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article011.txt,0.0667683750624557,0.0,0.25782283993978805,0.24779366599539707,0.254635471265991,0.10134028741419687,0.04801653543899052,0.0,0.05551513362628231,0.20176310353560462,0.1091294876854247,0.21144908394559905,0.07742948523847772,0.04806664399208878,0.06178485961558896,0.06492485667053505,0.0,0.0,0.05345129287592682,0.1458708649433351,0.10357648372979683,0.0,0.0,0.3264279027774413,0.0,0.05455880462854359,0.06546763694691933,0.0,0.0,0.0,0.0,0.07329198218921053,0.0,0.06114838702689932,0.0,0.11464028205208521,0.0,0.0,0.0,0.08696632456257777,0.0,0.27216820537821473,0.41405484876732557,0.09068019781507297,0.0,0.0632700758950532,0.0,0.0,0.07187885194569481,0.23723715691158775,0.31690135703869116,0.07120352152379246,0.1345131966259438,0.09551209334493214,0.07245387864328823,0.0,0.0583736265491674,0.0,0.18559622587534783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article325.txt,0.13782343174808157,0.0,0.3991488696965343,0.0,0.15017689121679875,0.18594386835512902,0.13215445563192058,0.0,0.0,0.18510215887492631,0.3003537824335975,0.20784460965389948,0.0,0.0,0.08502429854781349,0.08934535792546772,0.0,0.13845966980678087,0.14711237385745404,0.1338253206102142,0.14253520894871494,0.0,0.0,0.08984176263494531,0.0,0.07508027244879739,0.0,0.0,0.0,0.0,0.0,0.2521491273747334,0.0,0.16829685287430987,0.08266037973625577,0.0,0.0,0.13187934303508192,0.0,0.0,0.0,0.3745401526082169,0.0,0.18718227068994336,0.08447463286279792,0.0,0.0,0.0,0.0,0.10882343981672374,0.0,0.1959712948887918,0.18510829772378953,0.13143752029238512,0.0,0.0,0.2409899455262039,0.07397374626869309,0.0,0.0,0.0,0.0,0.0868358298153812,0.0,0.0,0.0
/scratch/reuters-topics/grain/article556.txt,0.2217096384999619,0.0,0.4815680676663249,0.0,0.060395507208787835,0.22433892759425864,0.0,0.09206368819699985,0.0,0.2791542696777343,0.24158202883515134,0.2507618952346967,0.12855534649003367,0.07980453510680673,0.10258074183570905,0.10779404537418696,0.0,0.0,0.08874461007769106,0.0,0.17196692852978535,0.23571432588625468,0.0,0.0,0.12580442995514166,0.0,0.21739043532766766,0.0,0.10100420963508089,0.0,0.0,0.24337178882840205,0.0,0.0,0.0,0.19033603459367063,0.0,0.07955538047595308,0.0,0.0,0.0,0.0,0.0,0.1505553629085535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08924839014510393,0.0,0.320290605935985,0.0,0.0,0.10476633141962285,0.0,0.0,0.0
/scratch/reuters-topics/grain/article312.txt,0.21963625447766932,0.18881884251419415,0.272608308452173,0.0,0.0,0.06349741571093993,0.0,0.0,0.0,0.06320998285690144,0.17094485872043616,0.48263839380499823,0.0,0.04517612521051289,0.17420816114604595,0.1830616750384388,0.0497310281595064,0.0,0.0,0.0,0.12979712635681667,0.0,0.0,0.49087671893235446,0.0,0.1538336266813634,0.0,0.05520148196509285,0.0,0.0,0.0,0.0,0.0,0.057471189151519976,0.05645489191300251,0.0,0.0,0.0,0.0,0.040868274142290356,0.0,0.20464095519563238,0.0,0.0,0.173081938997,0.17839586665447368,0.06909743966861501,0.0,0.06755637060954536,0.07432358225375552,0.0,0.0669216516201491,0.25284831677618874,0.08976841172391871,0.0,0.0,0.10972658138608309,0.0,0.0,0.0,0.0,0.0,0.059306615842378216,0.0,0.0,0.0
/scratch/reuters-topics/grain/article498.txt,0.13279610669084124,0.0,0.0,0.19713544968592603,0.14469895442000894,0.13437095637915264,0.0,0.0,0.0,0.13376270127050754,0.14469895442000894,0.6007894581198384,0.07700003312292401,0.0,0.0,0.0,0.0,0.0,0.0,0.19341574935719244,0.3433400361368227,0.0,0.23954039167511482,0.2596939318265706,0.0,0.0,0.13020905919408796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3294066798620311,0.0,0.0,0.0,0.14622152646163433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2368435988716571,0.12550253582963342,0.0,0.0,0.0
/scratch/reuters-topics/grain/article078.txt,0.1653426871268421,0.0,0.0,0.24545075749029782,0.1801627663975693,0.0,0.0,0.0,0.0,0.0,0.0,0.14960701164873008,0.1917434584891813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298248593440965,0.3233415014094048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41013992776699393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35265143327586573,0.33310340956104767,0.47304509513639276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article270.txt,0.05658837230554471,0.113512918419503,0.19119909667594756,0.0,0.030830264941446674,0.0,0.0,0.0,0.0,0.05700026701620832,0.18498158964868003,0.4608256754278623,0.06562401037921116,0.0,0.5236468066659238,0.2751296521534097,0.0,0.0,0.0,0.0,0.058522962085151835,0.0,0.05103764411514288,0.11066331134168905,0.0,0.09248072746948018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509087926933519,0.04858068625983314,0.0,0.0,0.0,0.0,0.1264920209320369,0.0,0.0,0.038427210411364626,0.0,0.37536414882647295,0.12461868626554694,0.07807511363321505,0.18275900368969553,0.20106621656531448,0.20143816544280727,0.0603473033705733,0.0,0.0,0.0,0.0,0.0989470990989135,0.0,0.05243294857539939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article250.txt,0.16309620741141387,0.0,0.0,0.24211586462373005,0.1777149290772705,0.0,0.0,0.0,0.0,0.16428334997136118,0.0,0.1475743295701034,0.18913827650292536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941963463959769,0.31894832178534865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40456743439443293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3478600251692394,0.3285775967433038,0.46661792119133955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article170.txt,0.2528728999418596,0.0,0.27462837117521655,0.0938472785190109,0.10332694930185649,0.12793587950082916,0.0,0.05250202916577869,0.0,0.22287431943650435,0.24109621503766518,0.28600870973376935,0.14662494373229948,0.045510886124541725,0.0,0.0,0.0,0.1428976372452372,0.05060922713235846,0.3222677405348589,0.13075893980263678,0.0,0.34210306502309984,0.247257089363214,0.07174368070672463,0.0,0.0,0.111221064131222,0.0,0.11476075715221636,0.05673003211219438,0.03469748226861958,0.06286512335961089,0.11579411615001271,0.0,0.0,0.0,0.04536879835951675,0.0,0.1235133399730021,0.0,0.1030786855327575,0.39203908379094676,0.04292931452830314,0.11624299899119091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12736097770626548,0.0,0.0,0.0,0.0,0.10179304510091827,0.058575954823251244,0.060885049845034005,0.0,0.0,0.059746085514352905,0.0,0.0,0.0
/scratch/reuters-topics/grain/article130.txt,0.0,0.0,0.34021730711391684,0.26158642511122016,0.19200647201893803,0.08915093194551821,0.0,0.0,0.0,0.17749474736440662,0.0,0.15944201496428834,0.0,0.0,0.0,0.0,0.2792912094068073,0.0,0.4231988506895366,0.0,0.09111815535326376,0.12489526183154191,0.0,0.1722988111925548,0.0,0.0,0.0,0.31001347105934973,0.0,0.0,0.0,0.0,0.0,0.0,0.15852633278303763,0.0,0.0,0.0,0.16878817279400327,0.11475883501704093,0.0,0.14365885340093007,0.4371020835174356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16970873085525415,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article181.txt,0.09830109402074279,0.3943723281480966,0.23724056491854104,0.14592769966903057,0.0,0.049733430993708506,0.0,0.0,0.0,0.0990166067494173,0.05355603367295664,0.31131020130553083,0.11399712964836338,0.0,0.09096401235538806,0.09558693668796892,0.0,0.0,0.0,0.0,0.25415429724867655,0.06967363941339492,0.08865878356901039,0.5767081184510522,0.0,0.08032530638094797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09002695268119529,0.0,0.0,0.0,0.14109230413136004,0.0,0.06401896735893071,0.0,0.24042309540689946,0.0,0.0,0.0903759475666504,0.18630130427590508,0.0,0.0,0.10582509723514187,0.0,0.23328222428973114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/scratch/reuters-topics/grain/article051.txt,0.21459436223120168,0.4304635624030641,0.0,0.3185647316980423,0.2338289925289287,0.0,0.0,0.0,0.0,0.0,0.0,0.1941714012754981,0.24885929883868957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3870897939787174,0.41965728562642873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43232703528614186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
