,to,wheat,the,u,s,said,it,will,its,of,in,",",for,at,(,),was,is,that,from,and,on,000,tonnes,price,with,prices,but,would,not,"""",a,",""",last,this,as,be,by,he,-,grain,mln,corn,',were,1,5,0,2,4,3,1986,/,87,production,has,year,an,are,have,which,dlrs,pct,oil,crude,opec
/scratch/reuters-topics/grain/article384.txt,0,3,3,1,1,0,1,0,0,0,3,10,0,8,0,0,0,2,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,4,8,4,2,0,0,0,2,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article050.txt,3,2,12,1,1,7,0,3,2,4,7,8,1,0,0,0,0,2,1,1,4,1,0,9,0,0,0,0,0,0,3,1,1,2,0,0,3,1,0,2,9,9,1,0,0,0,0,0,0,0,0,2,3,3,0,3,0,0,0,3,0,0,0,0,0,0
/scratch/reuters-topics/grain/article534.txt,5,0,5,0,1,8,0,0,0,2,10,8,1,4,0,0,0,2,0,4,3,0,0,2,0,1,0,0,2,0,0,0,0,1,4,0,1,1,4,2,1,11,0,1,0,0,0,0,0,6,1,2,8,2,0,2,5,1,1,2,0,5,5,0,0,0
/scratch/reuters-topics/grain/article461.txt,5,0,11,2,2,3,0,1,0,6,1,5,1,0,1,1,1,1,0,1,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0
/scratch/reuters-topics/grain/article402.txt,4,4,9,1,1,1,0,1,0,4,1,9,4,0,5,3,0,1,0,1,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
/scratch/reuters-topics/grain/article356.txt,3,3,6,2,4,3,3,1,0,2,4,6,0,3,5,2,1,0,0,2,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,2,2,2,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,5,0,0,0
/scratch/reuters-topics/grain/article179.txt,2,1,5,0,0,1,0,0,0,1,5,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
/scratch/reuters-topics/grain/article359.txt,2,0,8,4,4,1,1,1,0,5,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,2,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article427.txt,6,2,12,5,6,0,0,0,0,10,5,13,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,1,1,2,0,1,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0
/scratch/reuters-topics/grain/article241.txt,15,10,22,1,3,11,10,0,2,10,7,23,5,7,2,2,2,5,2,1,8,2,2,0,0,1,0,1,0,2,3,4,3,0,0,2,1,2,0,4,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,0,0,0
/scratch/reuters-topics/grain/article368.txt,9,0,11,7,8,5,0,1,2,4,2,8,4,0,0,0,3,2,6,0,5,3,0,0,0,0,4,1,0,0,5,6,1,0,3,0,1,0,0,0,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0
/scratch/reuters-topics/grain/article011.txt,2,0,8,5,7,3,1,0,1,6,3,7,2,1,1,1,0,0,1,3,3,0,0,5,0,1,1,0,0,0,0,2,0,1,0,2,0,0,0,2,0,5,5,2,0,1,0,0,1,3,4,1,2,1,1,0,1,0,3,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article325.txt,3,0,9,0,3,4,2,0,0,4,6,5,0,0,1,1,0,2,2,2,3,0,0,1,0,1,0,0,0,0,0,5,0,2,1,0,0,2,0,0,0,5,0,3,1,0,0,0,0,1,0,2,2,1,0,0,3,1,0,0,0,0,1,0,0,0
/scratch/reuters-topics/grain/article556.txt,4,0,9,0,1,4,0,1,0,5,4,5,2,1,1,1,0,0,1,0,3,3,0,0,1,0,2,0,1,0,0,4,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0
/scratch/reuters-topics/grain/article312.txt,7,3,9,0,0,2,0,0,0,2,5,17,0,1,3,3,1,0,0,0,4,0,0,8,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,3,3,1,0,1,1,0,1,4,1,0,0,2,0,0,0,0,0,1,0,0,0
/scratch/reuters-topics/grain/article498.txt,2,0,0,2,2,2,0,0,0,2,2,10,1,0,0,0,0,0,0,2,5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
/scratch/reuters-topics/grain/article078.txt,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article270.txt,2,2,7,0,1,0,0,0,0,2,6,18,2,0,10,5,0,0,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,7,2,1,3,3,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article250.txt,2,0,0,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article170.txt,8,0,9,2,3,4,0,1,0,7,7,10,4,1,0,0,0,3,1,7,4,0,6,4,1,0,0,2,0,2,1,1,1,2,0,0,0,1,0,3,0,2,5,1,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0
/scratch/reuters-topics/grain/article130.txt,0,0,4,2,2,1,0,0,0,2,0,2,0,0,0,0,2,0,3,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/scratch/reuters-topics/grain/article181.txt,2,4,5,2,0,1,0,0,0,2,1,7,2,0,1,1,0,0,0,0,5,1,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article051.txt,2,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article492.txt,14,3,23,0,3,14,0,10,0,14,8,20,6,2,1,0,1,3,8,2,8,6,0,0,1,0,1,1,3,3,4,8,3,0,2,0,6,5,7,6,1,2,0,5,0,1,1,2,0,0,0,0,2,0,0,1,3,1,3,5,2,6,2,0,0,0
/scratch/reuters-topics/grain/article578.txt,4,4,0,0,1,2,0,0,0,4,0,10,4,1,0,0,0,0,0,1,2,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/scratch/reuters-topics/grain/article278.txt,1,0,28,3,3,8,3,7,0,7,5,11,7,0,0,0,0,0,0,0,12,2,0,0,4,1,2,0,0,0,0,0,0,0,0,1,4,4,0,3,0,4,8,1,2,2,1,0,4,1,2,2,1,0,0,0,2,2,3,1,0,9,3,0,0,0
/scratch/reuters-topics/grain/article378.txt,0,2,5,1,0,4,0,1,0,3,4,4,1,2,0,0,1,0,0,0,3,0,2,2,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,2,0,0,0,0,0,0
/scratch/reuters-topics/grain/article290.txt,8,5,24,1,3,5,5,0,1,13,3,14,2,2,0,0,2,0,4,3,5,2,6,6,0,0,1,0,2,1,0,2,0,4,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article453.txt,5,0,8,9,10,3,0,0,0,2,1,6,0,2,1,1,0,2,1,0,1,6,0,0,0,2,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article337.txt,3,12,8,0,0,1,0,1,0,18,0,34,8,0,0,0,0,0,0,1,6,0,9,7,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
/scratch/reuters-topics/grain/article445.txt,4,0,7,7,7,3,0,0,1,2,3,5,1,0,0,0,0,2,1,0,1,2,0,0,0,0,0,1,0,1,0,3,0,1,2,0,0,1,0,0,0,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0
/scratch/reuters-topics/grain/article533.txt,3,0,13,0,1,3,2,1,1,10,8,8,0,0,0,0,0,3,5,3,2,0,0,4,1,0,0,2,0,4,5,1,1,0,0,3,0,1,1,0,7,8,1,1,0,0,1,0,0,0,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0
/scratch/reuters-topics/grain/article252.txt,1,5,3,3,2,0,0,0,0,2,1,2,1,3,0,0,0,2,1,1,1,2,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article134.txt,2,0,0,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article472.txt,4,3,4,0,0,2,0,0,0,5,4,4,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0
/scratch/reuters-topics/grain/article120.txt,10,0,11,1,1,7,0,3,0,1,6,14,2,2,0,0,1,2,3,0,4,0,0,0,0,3,1,1,0,0,4,2,2,0,3,1,1,0,4,7,0,0,4,1,2,7,1,0,5,2,1,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0
/scratch/reuters-topics/grain/article557.txt,7,0,13,0,2,5,0,3,1,9,6,13,1,1,0,0,0,1,2,0,3,1,0,0,0,2,0,1,0,0,1,4,1,1,1,0,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,5,0,0,0
/scratch/reuters-topics/grain/article261.txt,10,0,30,0,3,16,1,5,0,11,8,26,3,1,2,1,2,4,5,1,16,3,0,1,0,4,0,4,4,2,5,14,4,3,4,4,7,2,1,5,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,5,1,0,3,0,0,0
/scratch/reuters-topics/grain/article004.txt,7,0,15,0,2,2,1,1,0,7,4,11,1,1,2,2,0,2,1,1,1,1,0,0,7,1,0,1,1,2,1,6,1,2,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,1,0,0,0
/scratch/reuters-topics/grain/article328.txt,11,0,5,2,3,3,0,2,0,2,2,4,5,0,0,0,0,0,5,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0
/scratch/reuters-topics/grain/article217.txt,5,1,9,0,0,1,1,2,0,2,0,3,0,2,0,0,0,0,0,1,5,1,0,0,1,1,0,1,0,0,0,2,0,0,1,2,1,0,0,9,2,0,6,0,1,8,3,0,9,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0
/scratch/reuters-topics/grain/article233.txt,4,0,12,3,3,5,0,0,1,4,1,12,4,0,1,1,0,1,0,2,3,0,3,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,2,2,0,0,0,0
/scratch/reuters-topics/grain/article547.txt,4,1,6,0,0,2,0,0,0,1,2,17,0,1,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,5,2,0,0
/scratch/reuters-topics/grain/article258.txt,22,11,37,0,3,12,2,4,0,16,7,24,4,4,0,0,2,9,5,3,7,8,0,12,4,4,2,2,1,9,4,13,0,2,4,6,6,2,6,6,0,14,0,3,1,3,4,1,5,0,1,1,2,1,1,0,4,2,3,4,3,0,3,0,0,0
/scratch/reuters-topics/grain/article144.txt,4,2,5,0,1,1,0,0,0,0,2,3,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,4,0,2,2,0,0,0,0,0,2,0,2,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
/scratch/reuters-topics/grain/article315.txt,3,0,13,4,4,6,1,1,0,5,4,10,3,1,0,0,2,1,4,2,3,2,0,0,0,2,2,1,1,2,3,5,3,0,1,2,2,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,2,1,2,3,0,0,0,0,0,0
/scratch/reuters-topics/grain/article389.txt,0,3,1,1,2,0,1,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article419.txt,9,0,11,9,10,8,5,5,3,7,4,10,2,0,1,1,0,0,4,1,3,1,0,0,0,3,0,1,5,4,6,7,2,1,0,0,4,2,7,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article056.txt,0,0,1,1,1,0,0,0,0,1,6,8,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,9,0,0,0,1,0,2,0,2,7,7,0,0,0,6,7,25,8,10,8,7,72,36,7,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article257.txt,5,0,13,1,3,5,0,3,0,10,3,12,4,0,1,1,1,0,2,3,8,0,8,4,1,1,1,1,0,1,0,3,0,0,3,0,1,1,3,0,0,0,8,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article393.txt,16,1,39,1,2,13,3,3,1,9,8,26,8,11,2,2,5,3,6,0,13,3,0,0,0,5,0,0,4,0,7,14,7,0,8,4,5,2,6,7,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3,5,2,2,2,3,0,0,0,0,0
/scratch/reuters-topics/grain/article398.txt,16,1,25,2,4,9,3,0,0,6,3,16,5,1,1,1,1,1,4,0,2,2,0,0,0,2,2,1,4,2,6,5,0,1,3,1,3,4,6,4,0,0,1,3,0,0,0,4,0,0,0,0,4,0,1,1,5,3,1,1,3,0,2,0,0,0
/scratch/reuters-topics/grain/article077.txt,5,0,8,3,3,1,0,0,0,2,1,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0
/scratch/reuters-topics/grain/article394.txt,3,1,8,2,2,3,0,0,2,2,2,5,3,0,0,0,1,2,3,1,1,2,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article483.txt,5,0,5,0,1,3,0,4,0,3,2,6,1,1,0,0,0,0,1,0,2,2,0,0,0,1,1,0,0,1,2,0,0,0,2,0,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0
/scratch/reuters-topics/grain/article029.txt,6,0,20,0,1,4,1,0,0,9,2,3,4,1,0,0,2,1,1,0,1,1,0,2,2,1,0,0,1,0,0,2,0,0,1,0,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
/scratch/reuters-topics/grain/article200.txt,4,0,9,1,2,6,1,0,0,5,3,7,4,1,0,0,1,0,1,1,5,0,1,0,1,0,0,0,1,0,3,4,1,0,1,1,1,1,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0
/scratch/reuters-topics/grain/article293.txt,3,0,15,1,2,6,3,0,1,4,7,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article231.txt,2,3,3,2,2,2,2,0,0,1,0,5,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
/scratch/reuters-topics/grain/article082.txt,3,0,15,0,1,3,0,0,0,6,1,15,0,5,1,1,2,1,0,0,4,1,4,6,0,0,0,0,0,1,0,3,0,0,0,2,1,0,0,1,0,2,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,1,0,0,0,0,0
/scratch/reuters-topics/grain/article049.txt,3,1,1,1,1,0,0,0,0,4,2,25,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,2,0,0,2,2,2,4,8,8,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0
/scratch/reuters-topics/grain/article093.txt,3,4,3,0,0,2,0,0,0,2,1,6,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article536.txt,6,7,8,0,3,6,1,0,1,4,10,11,4,0,2,2,4,2,1,2,6,1,0,2,0,2,0,2,2,2,1,4,1,2,1,2,2,2,0,0,0,5,0,2,3,4,2,3,1,2,4,4,7,4,2,0,2,0,3,0,0,0,1,0,0,0
/scratch/reuters-topics/grain/article381.txt,9,1,13,0,0,3,0,3,0,9,9,10,3,1,4,3,1,0,0,1,4,1,0,0,0,1,0,0,0,0,1,2,1,0,2,3,2,0,0,4,1,1,3,0,1,4,0,1,1,0,1,3,3,0,0,0,1,3,1,4,0,6,2,0,0,0
/scratch/reuters-topics/grain/article180.txt,0,2,4,0,0,1,0,0,0,1,3,4,1,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
/scratch/reuters-topics/grain/article456.txt,1,3,7,0,0,4,1,0,0,8,2,22,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,6,0,3,2,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
/scratch/reuters-topics/grain/article031.txt,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,3,0,2,6,2,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
/scratch/reuters-topics/grain/article140.txt,0,2,0,2,2,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article576.txt,13,12,25,2,2,7,4,0,5,6,16,13,5,6,1,1,0,7,0,2,10,0,0,7,0,3,1,3,1,0,0,7,0,3,3,3,3,4,0,0,7,17,0,0,0,2,0,0,0,0,0,6,8,7,4,0,4,0,3,0,0,0,1,0,0,0
/scratch/reuters-topics/grain/article522.txt,5,0,6,1,1,1,0,0,1,7,2,5,0,1,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,8,5,1,0,1,2,3,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article486.txt,19,5,19,1,6,10,0,0,0,9,5,17,0,2,4,4,4,2,4,1,3,5,0,0,0,0,0,2,0,6,9,5,3,0,3,1,2,2,5,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0
/scratch/reuters-topics/grain/article421.txt,6,2,10,6,7,8,6,0,0,6,2,8,0,2,0,0,3,0,3,0,7,1,1,5,1,2,0,0,3,3,10,3,4,3,3,1,3,1,7,5,4,4,6,7,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,2,1,0,0,0,0,0
/scratch/reuters-topics/grain/article047.txt,2,4,4,3,3,0,0,0,0,4,25,178,9,0,46,44,0,1,0,0,7,4,1,2,19,1,1,2,0,14,0,3,0,0,0,0,0,1,0,69,7,29,7,0,0,97,42,48,53,47,26,32,275,135,15,0,3,0,2,0,0,10,0,3,0,0
/scratch/reuters-topics/grain/article336.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article362.txt,9,5,13,1,3,4,2,0,0,1,0,9,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,2,5,2,6,2,0,0,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article444.txt,20,0,36,2,4,14,3,0,0,18,8,19,10,3,1,1,7,3,4,1,5,5,0,0,1,1,1,1,5,4,8,9,4,0,2,5,8,3,3,10,1,9,11,2,4,2,1,4,0,0,0,0,1,0,1,0,0,2,2,0,0,1,0,0,0,0
/scratch/reuters-topics/grain/article309.txt,10,2,14,2,2,3,1,0,0,4,6,12,1,1,0,0,1,1,4,0,3,3,0,0,0,2,1,1,4,2,0,2,0,0,0,2,1,2,5,3,0,4,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,4,1,0,0,0
/scratch/reuters-topics/grain/article559.txt,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
/scratch/reuters-topics/grain/article515.txt,2,0,0,2,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
